Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred
GRE being accepted by top law schools instead of LSAT to broaden pool,The Washington Times,2018,01,02,0,0,1,2
Devin Nunes expands Russia probe to use of dossier to snare Trump,The Washington Times,2018,01,02,0,0,1,2
EDITORIAL: Even pop stars learn risks of straying outside their bubble,The Washington Times,2018,01,02,0,0,1,2
"Kirk Cousins' 2017 season, by the numbers",The Washington Times,2018,01,02,0,0,1,2
Ben Sasse defends First Amendment in Twitter video,The Washington Times,2018,01,02,0,0,1,2
Vice President Pence's Israel trip postponed: report,The Washington Times,2018,01,02,0,0,1,2
BOOK REVIEW: 'The Second World Wars' by Victor Davis Hanson,The Washington Times,2018,01,02,0,0,1,2
"DeAngelo Hall mulling retirement, eyes future",The Washington Times,2018,01,02,0,0,1,2
"Colorado gunman railed against police, University of Wyoming before killing deputy in 'ambush'",The Washington Times,2018,01,02,0,0,1,2
Quinton Dunbar signs three-year extension with Redskins,The Washington Times,2018,01,02,0,0,1,2
NASA rated top government agency in federal worker survey,The Washington Times,2018,01,02,0,0,1,2
Redskins have other problems in addition to Cousins' dilemma,The Washington Times,2018,01,02,0,0,1,2
Italian bill would ban images of Benito Mussolini to curb fascism,The Washington Times,2018,01,02,0,0,1,2
"Terminally ill people postpone death for last family, religious event",The Washington Times,2018,01,02,0,0,1,2
Criminal illegal immigrants receive shorter sentences due to legal quirk,The Washington Times,2018,01,02,0,0,1,2
Some states still trying to bounce back from Great Recession,The Washington Times,2018,01,02,0,0,1,2
"Trump uses golf course for business, unlike Obama",The Washington Times,2018,01,02,0,0,1,2
"Mark Emmert, NCAA president, owes athletes explanation",The Washington Times,2018,01,02,0,0,1,2
Don Blankenship energizes Republican Senate primary in West Virginia,The Washington Times,2018,01,02,0,0,1,2
"Rocket Man offers an opening, or a trap",The Washington Times,2018,01,02,0,0,1,2
Bernie Sanders New Year's resolution: Fight Trumpism,The Washington Times,2018,01,02,0,0,1,2
D.J. Swearinger: 'Players aren't taking care of their bodies',The Washington Times,2018,01,02,0,0,1,2
"EDITORIAL: 'Swatting,' or luring cops to an ambush, is the new blue peril",The Washington Times,2018,01,02,0,0,1,2
Kids should know to 'just say no' to sexting,The Washington Times,2018,01,02,0,0,1,2
Otto Porter missing one game reminds how thin Washington's roster is,The Washington Times,2018,01,09,1,0,1,2
"Navy's deadly accidents a result of budget issues, and culture with no quick fix",The Washington Times,2018,01,09,1,0,1,2
"Ally Sheedy deletes cryptic #MeToo tweet naming James Franco, Christian Slater",The Washington Times,2018,01,09,1,0,1,2
Fears that Rohingya Muslims could be next radical Islamic recruits,The Washington Times,2018,01,09,1,0,1,2
"Trump, GOP seek actions to undercut Obamacare",The Washington Times,2018,01,09,1,0,1,2
Democrats to hold new meeting with psychiatrist who calls Donald Trump a 'danger' to public,The Washington Times,2018,01,09,1,0,1,2
"Pizza Hut, Toyota plan self-driving car that can deliver meals, possibly cook on the road",The Washington Times,2018,01,09,1,0,1,2
"Puerto Rico still in emergency response mode, FEMA chief says",The Washington Times,2018,01,09,1,0,1,2
"Donald Trump warns farmers that Democrats want to raise taxes, regulations",The Washington Times,2018,01,09,1,0,1,2
Fallacies of 'climate crisis' exposed by freezing temps,The Washington Times,2018,01,09,1,0,1,2
Josh Doctson graded on a 'rookie' curve,The Washington Times,2018,01,09,1,0,1,2
"Georgetown becomes school for exploring gender, sex",The Washington Times,2018,01,09,1,0,1,2
Trump participates in national anthem at College Football Championship game,The Washington Times,2018,01,09,1,0,1,2
"James Damore sues, says Google blacklists conservatives, discriminates against white men",The Washington Times,2018,01,09,1,0,1,2
CNN claims to have called security to remove Stephen Miller off set,The Washington Times,2018,01,09,1,0,1,2
"DHS announces end to special status for 200,000 Salvadorans",The Washington Times,2018,01,09,1,0,1,2
Happy times and starry dreams in Tinsel Town,The Washington Times,2018,01,09,1,0,1,2
"Bradley Beal is All-Star worthy, but needs votes",The Washington Times,2018,01,09,1,0,1,2
EDITORIAL: Donald Trump reluctantly pulls the plug on the search for illegal voters,The Washington Times,2018,01,09,1,0,1,2
"Live transformer traps man inside crashed car in Greenbelt, Maryland",The Washington Times,2018,01,09,1,0,1,2
Top Democrats accuse Trump of politicizing tax cuts,The Washington Times,2018,01,09,1,0,1,2
White House says no way back for Steve Bannon after apology,The Washington Times,2018,01,09,1,0,1,2
Left's love affair with 'President Oprah' proves everyone hates DC politicians,The Washington Times,2018,01,09,1,0,1,2
"In a civil society institutions matter, and so does due process",The Washington Times,2018,01,09,1,0,1,2
Inside the Beltway: The media's dream story is Trump and Oprah in 2020,The Washington Times,2018,01,09,1,0,1,2
Kirk Cousins disagrees with Jay Gruden over comments,The Washington Times,2018,01,09,1,0,1,2
"Judge throws out case against Bundys, bars retrial in devastating defeat for federal prosecutors",The Washington Times,2018,01,09,1,0,1,2
University of Chicago faculty tell Obama to move Presidential library,The Washington Times,2018,01,09,1,0,1,2
"Baltimore listed as the worst city for bedbugs, D.C. named No. 2: Survey",The Washington Times,2018,01,09,1,0,1,2
"Global warming can't be blamed for the cold snap, bomb cyclone is nothing new",The Washington Times,2018,01,09,1,0,1,2
Trump has opportunity to shine if he can rebuild U.S. infrastructure,The Washington Times,2018,01,09,1,0,1,2
Donald Trump hunts for funding for infrastructure plan,The Washington Times,2018,01,09,1,0,1,2
Coalition of local businesses offer hope of Metro funding,The Washington Times,2018,01,09,1,0,1,2
Supreme Court declines to review Mississippi religious liberty law,The Washington Times,2018,01,09,1,0,1,2
Oprah Winfrey's possible 2020 white house run excites democrats,The Washington Times,2018,01,09,1,0,1,2
"Roy Moore's defeat fuels conflict between millennial Republicans, old guard",The Washington Times,2018,01,09,1,0,1,2
BOOK REVIEW: 'The Future of War: A History' by Lawrence Freedman,The Washington Times,2018,01,09,1,0,1,2
EDITORIAL: Cryptocurrency not a great alternative to greenbacks,The Washington Times,2018,01,09,1,0,1,2
Tony Dungy defends reporting for NBC Sports after critics bemoan his Christian 'nonsense',The Washington Times,2018,02,08,2,0,1,2
Rex Tillerson's Venezuela threats get tepid reaction in Latin America,The Washington Times,2018,02,08,2,0,1,2
Eric Holder considers run for president,The Washington Times,2018,02,08,2,0,1,2
Christopher Steele's Trump dossier info led FBI to mislead FISA judge,The Washington Times,2018,02,08,2,0,1,2
D.J. Durkin hauls in 2nd straight top-30 class,The Washington Times,2018,02,08,2,0,1,2
Nancy Pelosi sets record for longest speech on House floor,The Washington Times,2018,02,08,2,0,1,2
Walgreens adopts 'Transgender Inclusion' bathroom policy,The Washington Times,2018,02,08,2,0,1,2
Charlottesville increases police presence around Confederate statues after repeated unshrouding,The Washington Times,2018,02,08,2,0,1,2
"Recep Tayyip Erdogan, Turkish leader, demands U.S. withdrawal from Syrian enclave",The Washington Times,2018,02,08,2,0,1,2
Elizabeth Warren says her opinion of Jeff Sessions remains unchanged one year after confirmation,The Washington Times,2018,02,08,2,0,1,2
Justin Trudeau says 'peoplekind' comment was a 'dumb joke',The Washington Times,2018,02,08,2,0,1,2
EDITORIAL: British scientists find that sandwiches contribute to global warming,The Washington Times,2018,02,08,2,0,1,2
Congress reaches deal to boost spending nearly $300 billion,The Washington Times,2018,02,08,2,0,1,2
"Eagles planning to skip White House visit include Long, Jenkins",The Washington Times,2018,02,08,2,0,1,2
Hysteria over Nunes memo masks fears of its findings,The Washington Times,2018,02,08,2,0,1,2
Military leaders want Congress to approve budget deal,The Washington Times,2018,02,08,2,0,1,2
'Black Panther' claim by Salon roasted; moviegoers mock 'first' blockbuster black hero tweet,The Washington Times,2018,02,08,2,0,1,2
Inside the Beltway: The Senate eyes a ride on the Trump train,The Washington Times,2018,02,08,2,0,1,2
DNC hackers also targeted America's most secret military programs: Report,The Washington Times,2018,02,08,2,0,1,2
"Cliven Bundy, sons file lawsuits over public lands, Oregon standoff",The Washington Times,2018,02,08,2,0,1,2
Cory Booker raises 2020 profile with incendiary rhetoric,The Washington Times,2018,02,08,2,0,1,2
'Cliff Burton Day' designated for late Metallica bassist,The Washington Times,2018,02,08,2,0,1,2
Chain migration becomes sticking point in Senate negotiations,The Washington Times,2018,02,08,2,0,1,2
John Wall absence decidedly does not make Wizards better,The Washington Times,2018,02,08,2,0,1,2
IRS overpaid Obamacare tax credits by nearly $3.5 billion in 2017,The Washington Times,2018,02,08,2,0,1,2
'Moral combat' is a game any number can play,The Washington Times,2018,02,08,2,0,1,2
California rejects Trump offshore oil drilling proposal,The Washington Times,2018,02,08,2,0,1,2
"Along southwest border, illegal immigration rates dropped in January",The Washington Times,2018,02,08,2,0,1,2
Uber says 'no justification' for delayed breach disclosure; defends bug-bounty payouts,The Washington Times,2018,02,08,2,0,1,2
"New texts between FBI's Peter Strzok, Lisa Page show Obama wanted updates on Clinton investigation",The Washington Times,2018,02,08,2,0,1,2
Dick Durbin: Immigration talks make little progress in Congress,The Washington Times,2018,02,08,2,0,1,2
Ecuador will shield Julian Assange despite latest court loss: President Lenin Moreno,The Washington Times,2018,02,08,2,0,1,2
Nancy Pelosi: I'll oppose emerging budget deal without immigration assurances,The Washington Times,2018,02,08,2,0,1,2
"Americans overwhelmingly approve of economy, credit Trump: poll",The Washington Times,2018,02,08,2,0,1,2
Bill de Blasio's habit of greeting female lawmakers with a kiss under #MeToo microscope: 'Horrible',The Washington Times,2018,02,08,2,0,1,2
BOOK REVIEW: 'Exact Thinking in Demented Times' by Karl Sigmund,The Washington Times,2018,02,08,2,0,1,2
"Gen. Joseph F. Dunford visits Thailand, vows to improve military relations",The Washington Times,2018,02,08,2,0,1,2
"Conor Lamb, Pennsylvania Democrat in House race, vows to defend Social Security",The Washington Times,2018,02,08,2,0,1,2
"Herpes infection rates drop, says study",The Washington Times,2018,02,08,2,0,1,2
"Rob Porter, White House aide, resigns amid abuse allegations by ex-wives",The Washington Times,2018,02,08,2,0,1,2
Marijuana laws and gun ownership,The Washington Times,2018,02,08,2,0,1,2
"Government wastes, loses billions and shrugs off losses",The Washington Times,2018,02,08,2,0,1,2
Joe Biden greeted by Democrats with chants of 'Run Joe Run!',The Washington Times,2018,02,08,2,0,1,2
Claire McCaskill defiant as Donald Trump visits Missouri,The Washington Times,2018,03,14,3,0,1,2
"Zero mass shootings in Australia a result of legislation, not chance, researchers say",The Washington Times,2018,03,14,3,0,1,2
D.C. leaders call for Marco Rubio to withdraw 2017 gun bill,The Washington Times,2018,03,14,3,0,1,2
Kirk Cousins makes his history with Vikings deal,The Washington Times,2018,03,14,3,0,1,2
A pope and an imam,The Washington Times,2018,03,14,3,0,1,2
Donald Trump-backed right-to-try bill falters in House,The Washington Times,2018,03,14,3,0,1,2
"Tom Price, ousted health secretary, repaid $60K for his travel",The Washington Times,2018,03,14,3,0,1,2
The final battleground with China,The Washington Times,2018,03,14,3,0,1,2
Gina Haspel will have to answer torture allegations to win job at CIA: Wyden,The Washington Times,2018,03,14,3,0,1,2
House Democrats block patients 'right to try' bill,The Washington Times,2018,03,14,3,0,1,2
"Donald Trump ousts Rex Tillerson, taps CIA Director Mike Pompeo for State Dept.",The Washington Times,2018,03,14,3,0,1,2
"Free-speech zones, an idea whose time to go has come",The Washington Times,2018,03,14,3,0,1,2
Donald Trump inches closer to blaming Russia for poisoning ex-spy in the U.K.,The Washington Times,2018,03,14,3,0,1,2
Bashaud Breeland to sign three-year deal with Panthers,The Washington Times,2018,03,14,3,0,1,2
"Ryan Grant gets 4 years, $29 million from Ravens",The Washington Times,2018,03,14,3,0,1,2
Eric Swalwell pushes for release of House Intel Committee transcripts in Russia case,The Washington Times,2018,03,14,3,0,1,2
A.J. Cole still in the mix for No. 5 spot in Nationals' rotation,The Washington Times,2018,03,14,3,0,1,2
Guantanamo Bay waits for Donald Trump's 'bad dudes',The Washington Times,2018,03,14,3,0,1,2
EDITORIAL: Trump gets a 'true believer' to replace a sometime skeptic,The Washington Times,2018,03,14,3,0,1,2
"Blu-ray reviews: 'I, Tonya' and ' Three Billboards Outside Ebbing, Missouri'",The Washington Times,2018,03,14,3,0,1,2
"Russia's 'Satan 2' missile ready for next test, top general says",The Washington Times,2018,03,14,3,0,1,2
Eric Holder rips Republicans for Russia collusion 'coverup',The Washington Times,2018,03,14,3,0,1,2
Obama aide started Christopher Steele-FBI Alliance,The Washington Times,2018,03,14,3,0,1,2
"Pompeo, Trump developed chemistry during daily top-secret briefings",The Washington Times,2018,03,14,3,0,1,2
Brandon Kintzler has the answers,The Washington Times,2018,03,14,3,0,1,2
Inside the Beltway: Legal marijuana industry praises Trump tax cuts,The Washington Times,2018,03,14,3,0,1,2
"#MeToo, the Hillary and Monica edition",The Washington Times,2018,03,14,3,0,1,2
"Auto fuel-economy standards won't extend past 2025, EPA chief says",The Washington Times,2018,03,14,3,0,1,2
Muhammad Wilkerson spurns Redskins for Packers,The Washington Times,2018,03,14,3,0,1,2
2018 NCAA Tournament a likely bet to be last tournament of innocence,The Washington Times,2018,03,14,3,0,1,2
Fleeing Illinois,The Washington Times,2018,03,14,3,0,1,2
Britain mulls hacking Russia in response to former spy's poisoning,The Washington Times,2018,03,14,3,0,1,2
Max Scherzer appears to be in midseason form with Nationals,The Washington Times,2018,03,14,3,0,1,2
"Gina Haspel one of us, former spies say",The Washington Times,2018,03,14,3,0,1,2
Donald Trump says wall will stop '99.5 percent' of illegal traffic,The Washington Times,2018,03,14,3,0,1,2
"Roger Stone, former Trump adviser, denies advance knowledge of Podesta leak in response to report",The Washington Times,2018,03,14,3,0,1,2
House's probe of Russian election meddling ends,The Washington Times,2018,03,14,3,0,1,2
BOOK REVIEW: 'The Age of Eisenhower' by William I. Hitchcock,The Washington Times,2018,03,14,3,0,1,2
"Trump, Texas sanctuary city fight backed by Appeals court",The Washington Times,2018,03,14,3,0,1,2
"Rick Saccone, Conor Lamb Pennsylvania race too close to call after polls close",The Washington Times,2018,03,14,3,0,1,2
Senators push school safety bill ahead of expected House vote,The Washington Times,2018,03,14,3,0,1,2
Rick Saccone confident he'll outperform in Pennsylvania special election,The Washington Times,2018,03,14,3,0,1,2
Chelsea Manning 'struggling to adjust to life' after prison,The Washington Times,2018,03,14,3,0,1,2
"De'Andre Hunter, Virginia freshman, out for NCAA Tournament with broken wrist",The Washington Times,2018,03,14,3,0,1,2
Some teachers expected to cut class with students at National School Walkout for gun control,The Washington Times,2018,03,14,3,0,1,2
"Brennan Gilmore sues Alex Jones, Gateway Pundit over Charlottesville conspiracy theories",The Washington Times,2018,03,14,3,0,1,2
Paul RIchardson gives Redskins missing 'burner' element,The Washington Times,2018,03,14,3,0,1,2
John Campbell remembered: The Arlington Chess Club's genial guiding light,The Washington Times,2018,03,14,3,0,1,2
Max Scherzer gets first career steal in shutout over Braves,The Washington Times,2018,04,10,4,0,1,2
Black Lives Matter Facebook page 'scam' tied to 'middle-aged white man in Australia': report,The Washington Times,2018,04,10,4,0,1,2
Bryce Harper Instagram comment spurs speculation from Cubs fans,The Washington Times,2018,04,10,4,0,1,2
Shohei Ohtani is a shot in the arm for baseball,The Washington Times,2018,04,10,4,0,1,2
Max Scherzer dominates as Nationals end losing skid,The Washington Times,2018,04,10,4,0,1,2
"Syphilis outbreaks predicted by Google searches, tweets",The Washington Times,2018,04,10,4,0,1,2
Inside the Beltway: New Libertarian motto: 'Don't tread on me',The Washington Times,2018,04,10,4,0,1,2
BOOK REVIEW: 'Secret Empires' by Peter Schweizer,The Washington Times,2018,04,10,4,0,1,2
"Scott Pruitt condemned by federal ethics office, which calls for EPA investigation",The Washington Times,2018,04,10,4,0,1,2
"Feds seize Backpage.com, seven charged with promoting prostitution",The Washington Times,2018,04,10,4,0,1,2
Nationals swept by Mets after 12-inning loss,The Washington Times,2018,04,10,4,0,1,2
Michael Cohen's office raided by FBI,The Washington Times,2018,04,10,4,0,1,2
Women's March: Shuttering Backpage a 'crisis' for sex workers,The Washington Times,2018,04,10,4,0,1,2
Boston Marathon's transgender policy sparks fairness debate: 'We register people as they specify',The Washington Times,2018,04,10,4,0,1,2
EDITORIAL: Sadiq Khan gets a late education about murder in the streets,The Washington Times,2018,04,10,4,0,1,2
Capital gains must be protected from inflation,The Washington Times,2018,04,10,4,0,1,2
"Gary Kendall, Baysox skipper, marks 8 seasons in Bowie",The Washington Times,2018,04,10,4,0,1,2
"Betsy DeVos criticizes teachers' strikes, urges educators to 'stay focused on what's right for kids'",The Washington Times,2018,04,10,4,0,1,2
"Rick Scott, Florida gov., launches Senate bid, seeks to unseat Bill Nelson",The Washington Times,2018,04,10,4,0,1,2
Dave Martinez won't panic after 5 straight Nationals losses,The Washington Times,2018,04,10,4,0,1,2
"William McKinley statue removal in Arcata, California expands liberal push to erase history",The Washington Times,2018,04,10,4,0,1,2
Obamacare penalty carve-outs expanded by Trump administration,The Washington Times,2018,04,10,4,0,1,2
Gun control? London's Muslim Mayor Sadiq Khan bans knives,The Washington Times,2018,04,10,4,0,1,2
'The Greatest Showman' 4K UHD review,The Washington Times,2018,04,10,4,0,1,2
Cindy Hyde-Smith sworn in by Mike Pence,The Washington Times,2018,04,10,4,0,1,2
"Jamie Allman, Sinclair commentator, resigns after David Hogg 'hot poker' comment backlash",The Washington Times,2018,04,10,4,0,1,2
The president's trump card for spending restraint,The Washington Times,2018,04,10,4,0,1,2
5 reasons Washington Capitals fans should have hope this postseason,The Washington Times,2018,04,10,4,0,1,2
Brooks says Wizards sticking with the starters for now,The Washington Times,2018,04,10,4,0,1,2
Loretta Lynch on FBI's Hillary Clinton 'matter' history: 'Concerns were not raised' by James Comey,The Washington Times,2018,04,10,4,0,1,2
Gina Haspel CIA experience a help and a hindrance,The Washington Times,2018,04,10,4,0,1,2
"Nationals' bullpen, baserunning some early causes for concern",The Washington Times,2018,04,10,4,0,1,2
"John Lausch, U.S. attorney, tapped by DOJ to oversee Clinton, Page docs handover to Congress",The Washington Times,2018,04,10,4,0,1,2
"Amazon isn't too big, America is getting too small",The Washington Times,2018,04,10,4,0,1,2
"Sex, crimes and videotapes",The Washington Times,2018,04,10,4,0,1,2
DHS to build 20-mile wall along border in New Mexico,The Washington Times,2018,04,10,4,0,1,2
"Wells Fargo resists pressure to stop offering banking services to NRA, gun makers",The Washington Times,2018,04,10,4,0,1,2
"Patrick Korten, former WTOP reporter, anchor, dies at age 70",The Washington Times,2018,04,10,4,0,1,2
Trillion-dollar deficits come roaring back under Trump,The Washington Times,2018,04,10,4,0,1,2
Trump condemns Syria for 'atrocious' chemical weapons attack,The Washington Times,2018,04,10,4,0,1,2
The Census and immigration: Ask the question,The Washington Times,2018,04,10,4,0,1,2
"John Bolton in, Michael Anton out, and the media moan and mock",The Washington Times,2018,04,10,4,0,1,2
Ronda Rousey wins WWE debut at WrestleMania 34,The Washington Times,2018,04,10,4,0,1,2
"Victor Robles, top Nationals prospect, injured in minor league game",The Washington Times,2018,04,10,4,0,1,2
D.C. Council looks at adding $2 to cigarette packs sold in District,The Washington Times,2018,04,10,4,0,1,2
Ben Shapiro joins roast of London Mayor Sadiq Khan over knife control vow,The Washington Times,2018,04,10,4,0,1,2
Donald Trump says farmers are 'patriots' in battle over Chinese tariffs,The Washington Times,2018,04,10,4,0,1,2
"Fear, loathing and John Bolton",The Washington Times,2018,04,10,4,0,1,2
"David Hogg taking 'gap year' from college to work on midterm elections, push gun control",The Washington Times,2018,04,10,4,0,1,2
Sean Hannity says Jimmy Kimmel apology likely 'forced' by Disney,The Washington Times,2018,04,10,4,0,1,2
Mark Zuckerberg braces for tough questions from Congress,The Washington Times,2018,04,10,4,0,1,2
Donald Trump weighs in on West Virginia Senate race,The Washington Times,2018,05,08,5,0,1,2
"How to avoid unsafe cosmetics, advice from Jon Bresler",The Washington Times,2018,05,08,5,0,1,2
Capitals Game 6 at Penguins: How to watch and what to watch for,The Washington Times,2018,05,08,5,0,1,2
Republicans' hold on House could rest on critical primaries,The Washington Times,2018,05,08,5,0,1,2
Matt Adams putting the hurt on opposing pitchers,The Washington Times,2018,05,08,5,0,1,2
George Zimmerman charged with stalking investigator,The Washington Times,2018,05,08,5,0,1,2
University of Florida apologizes for 'inappropriately' rushing black students off graduation stage,The Washington Times,2018,05,08,5,0,1,2
"Richard Grenell, gay ambassador, sworn in by Mike Pence",The Washington Times,2018,05,08,5,0,1,2
The illusion of progress in Korea,The Washington Times,2018,05,08,5,0,1,2
Donald Trump's head-on-a-spear mural an affront to decency,The Washington Times,2018,05,08,5,0,1,2
"Donald Trump slams Russia investigation, calls obstruction claims 'phony'",The Washington Times,2018,05,08,5,0,1,2
"Daniel Hoffman, ex-CIA officer: Brennan's Trump attacks risk national security",The Washington Times,2018,05,08,5,0,1,2
"Robert Mueller rejects Trump offer to answer written questions, Rudy Giuliani says",The Washington Times,2018,05,08,5,0,1,2
Climate skeptics more eco-friendly than global-warming alarmists: study,The Washington Times,2018,05,08,5,0,1,2
Broward school district admits Nikolas Cruz was referred to PROMISE program in 'stunning' reversal,The Washington Times,2018,05,08,5,0,1,2
"Evgeny Kuznetsov scores OT goal, Capitals advance to conference finals",The Washington Times,2018,05,08,5,0,1,2
NFLPA file grievances on behalf of Eric Reid,The Washington Times,2018,05,08,5,0,1,2
Trump admin. rejects Kansas' bid for lifetime limit on Medicaid,The Washington Times,2018,05,08,5,0,1,2
"Michael B. Brennan, Trump's longest-waiting circuit court pick, to get confirmation vote this week",The Washington Times,2018,05,08,5,0,1,2
EDITORIAL: Barack Obama's memoir will evoke nothing more than 'the way we were',The Washington Times,2018,05,08,5,0,1,2
"America's faith is a beacon, and must not be extinguished",The Washington Times,2018,05,08,5,0,1,2
D.C. ER doctors to give addicts opioid treatment medication,The Washington Times,2018,05,08,5,0,1,2
Los Angeles officials blame systemic racism for rising STD rates,The Washington Times,2018,05,08,5,0,1,2
Gonzaga University warns 'non-Mexican individuals' against 'cultural appropriation' on Cinco de Mayo,The Washington Times,2018,05,08,5,0,1,2
DHS to push for criminal charges against all border jumpers,The Washington Times,2018,05,08,5,0,1,2
Melania Trump unveils 'Be Best' agenda to promote children's well-being,The Washington Times,2018,05,08,5,0,1,2
Carson Wentz 'very confident' he'll be ready for Week 1,The Washington Times,2018,05,08,5,0,1,2
Conspiracy or incompetence,The Washington Times,2018,05,08,5,0,1,2
Melania Trump's non-bullying 'Be Best' platform,The Washington Times,2018,05,08,5,0,1,2
Oliver North to serve as next president of the NRA,The Washington Times,2018,05,08,5,0,1,2
Kanye West accused by Ta-Nehisi Coates of desiring 'white freedom' over 'black freedom',The Washington Times,2018,05,08,5,0,1,2
Md. insurers seek double-digit rate hikes under Obamacare,The Washington Times,2018,05,08,5,0,1,2
Donald Trump slams West Virginia GOP Senate candidate Don Blankenship,The Washington Times,2018,05,08,5,0,1,2
Illinois 'sanctuary' counties buck state on gun control,The Washington Times,2018,05,08,5,0,1,2
"Eric Schneiderman, New York AG, accused of sexual abuse by four women",The Washington Times,2018,05,08,5,0,1,2
Capitals rookies take turns with top 12 forwards,The Washington Times,2018,05,08,5,0,1,2
John Kerry's 57 varieties of mischief,The Washington Times,2018,05,08,5,0,1,2
George Washington University snowflakes rise up against 'Colonials' mascot,The Washington Times,2018,05,08,5,0,1,2
BOOK REVIEW: 'Brotherhood of Spies' by Monte Reel,The Washington Times,2018,05,08,5,0,1,2
'Rescission' package: Donald Trump to demand Congress cut $15 billion in spending,The Washington Times,2018,05,08,5,0,1,2
"Gina Haspel, Trump's CIA pick, lobbies on Capitol Hill before confirmation hearing",The Washington Times,2018,05,08,5,0,1,2
Donald Trump slams John Kerry over 'possibly illegal' private talks with Iran,The Washington Times,2018,05,08,5,0,1,2
Dave Martinez starting to have fun amid Nationals' turnaround,The Washington Times,2018,05,08,5,0,1,2
Inside the Beltway: Mighty Trump voters are now reshaping politics,The Washington Times,2018,05,08,5,0,1,2
New Jersey to hold hearings on teachers' union reps caught in Project Veritas sting,The Washington Times,2018,05,08,5,0,1,2
Opioids distributors to apologize -- and spread blame -- for W. Va. 'pill dumping',The Washington Times,2018,05,08,5,0,1,2
Kirk Cousins cracks top 20 of NFLPA's Players Sales List,The Washington Times,2018,07,20,6,0,1,2
Republican leaders block bipartisan resolution backing intelligence community,The Washington Times,2018,07,20,6,0,1,2
"White House, Pentagon launch review of South Asia strategy",The Washington Times,2018,07,20,6,0,1,2
LOL -- the left's newest: 'Russian bots are using #WalkAway to try to wound Dems in midterms',The Washington Times,2018,07,20,6,0,1,2
BOOK REVIEW: 'America for Beginners' by Leah Franqui,The Washington Times,2018,07,20,6,0,1,2
Dwayne 'The Rock' Johnson criticized by Paralympian actress for playing amputee In 'Skyscraper',The Washington Times,2018,07,20,6,0,1,2
HHS explores importation of certain drugs; Azar points to limited scenarios to avoid price shocks,The Washington Times,2018,07,20,6,0,1,2
Brett Kavanaugh's government work becomes partisan battle in committee,The Washington Times,2018,07,20,6,0,1,2
Autoworkers and ambassadors push back against auto tariffs,The Washington Times,2018,07,20,6,0,1,2
Trump invites Putin to Washington in the fall,The Washington Times,2018,07,20,6,0,1,2
EDITORIAL: Trump seems to understand that diplomacy is rarely a quick fix,The Washington Times,2018,07,20,6,0,1,2
Pentagon says it's unaware of any U.S.-Russia military agreement in Syria,The Washington Times,2018,07,20,6,0,1,2
Iran-backed Yemen rebels expose limits of U.S. strategy,The Washington Times,2018,07,20,6,0,1,2
FTC Operation Donate with Honor targets phony veterans charities,The Washington Times,2018,07,20,6,0,1,2
NFL freezes anthem protest policy,The Washington Times,2018,07,20,6,0,1,2
MedStar Washington Hospital Center: Threat raises mass-shooting concerns,The Washington Times,2018,07,20,6,0,1,2
"Brian Landrum says Stephanie Saul, New York Times reporter, broke into his apartment",The Washington Times,2018,07,20,6,0,1,2
"Cancer patients who shun proven treatments for natural remedies die sooner, study finds",The Washington Times,2018,07,20,6,0,1,2
Paul Manafort's luxurious lifestyle detailed in new court filings,The Washington Times,2018,07,20,6,0,1,2
Two illegal immigrants among four charged in fentanyl overdoses,The Washington Times,2018,07,20,6,0,1,2
Protesters descend on L.A. kosher cafe over owner's Trump support; chamber revokes membership,The Washington Times,2018,07,20,6,0,1,2
Tony Podesta granted immunity by Robert Mueller for Paul Manafort testimony: Report,The Washington Times,2018,07,20,6,0,1,2
Six U.S. men sentenced for role in international child pornography scheme,The Washington Times,2018,07,20,6,0,1,2
Nikki Haley's awesome U.N. ding: A human right 'is not a political chit',The Washington Times,2018,07,20,6,0,1,2
"Encryption legislation possible if 'Going Dark' problems persist: Christopher Wray, FBI director",The Washington Times,2018,07,20,6,0,1,2
Inside the Beltway: Trump's strategic war on the media,The Washington Times,2018,07,20,6,0,1,2
John Wall talked with Howard through 'whole process',The Washington Times,2018,07,20,6,0,1,2
New York City lawsuit blaming oil companies for climate change tossed,The Washington Times,2018,07,20,6,0,1,2
Oberlin College withdraws subpoena targeting conservative news outlet,The Washington Times,2018,07,20,6,0,1,2
Bad guys winning the drug war,The Washington Times,2018,07,20,6,0,1,2
"Donald Trump economy threatened by tariff wars, Federal Reserve interest rate hikes",The Washington Times,2018,07,20,6,0,1,2
Republicans vote down Democrats' motion to subpoena Trump's translator,The Washington Times,2018,07,20,6,0,1,2
Capitals re-sign defenseman Madison Bowey,The Washington Times,2018,07,20,6,0,1,2
"Donald Trump's would, wouldn't, whatever -- now let's move on",The Washington Times,2018,07,20,6,0,1,2
Montenegro responds to Trump: U.S. alliance is 'strong and permanent',The Washington Times,2018,07,20,6,0,1,2
"House passes $58.7 billion funding package for interior, environment, financial services in 2019",The Washington Times,2018,07,20,6,0,1,2
NATO training mission set to begin operations in fall: U.S. Central Command,The Washington Times,2018,07,20,6,0,1,2
Vladimir Putin claims powerful forces seeking to undermine outcome of Trump meeting,The Washington Times,2018,07,20,6,0,1,2
Chinese hackers struck days before Helsinki summit,The Washington Times,2018,07,20,6,0,1,2
